ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,POV,Citation
478,KSH,sɔ cha paan-ay kaar calaavaan,sɔ	cha	paan-ay	kaar	calaavaan,she	be	ANPH-INT	car	drives,She herself drives the car.,,,&lt;ɔ&gt;: rounded mid-open back vowel; ANPH: anaphor,adnominal,"Wali, K. et al. (2000). Lexical Anaphors and Pronouns in Kashmiri. In: Lust et al. (eds.) <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>. B.: Mouton."
479,BTX,president jine ate-na ngerana ras kami,president	jine	ate-na	ngerana	ras	kami,president	INT	heart/will-3SG	speak	with	2PL/EXCL,The president himself will speak with us.,,,EXCL: exclusive,adnominal,"Woollams, Geoffrey (1996). <i>A Grammar of Karo Batak, Sumatra</i>. Pacific Linguistics, Series C, No. 130."
480,BRT,ar vretoned end-eeun,ar	vretoned	end-eeun,the	Bretons	INT,the Bretons themselves,,,,adnominal,"Press, I. (1986). <i>A Grammar of Modern Breton</i>. Berlin: Mouton de Gruyter."
481,BRT,ar vugale [en em] vag,ar	vugale	[en em]	vag,the	children	[REFL]	feed,The children feed themselves.,,,,reflexive,"Press, I. (1986). <i>A Grammar of Modern Breton</i>. Berlin: Mouton de Gruyter."
482,BRT,evitañ e-unan,evitañ	e-unan,for.him	3-INT,for himself,,,,adnominal,"Press, I. (1986). <i>A Grammar of Modern Breton</i>. Berlin: Mouton de Gruyter."
483,CJD,Ha-fa’gasi gui’ si Juan,Ha-fa’gasi	gui’	si	Juan,AGR-wash	him	UNM	Juan,Juan washes him/self.,,,AGR: agreement prefix; UNM: unmarked (TAM?),reflexive,S. Chung (p.c.)
484,GEO,(šen-s) tav-s mo-i-k’l-av?,(šen-s)	tav-s	mo-i-k’l-av?,(your-AGR)	head-DAT	PREV-SV-kill-FUT,Will you kill yourself?,,,PREV: preverb; SV: subjective version,reflexive,"Hewitt, B.G. (1995). <i>Georgian - A structural reference grammar</i>. Amsterdam: Benjamins."
485,GEO,(me) (čem-i) tav-i m-i-q’var-s,(me)	(čem-i)	tav-i	m-i-q’var-s,(I.DAT)	(my-AGR)	head-NOM	COL.I-OV-love-3.OBJ,I love myself.,,,COL.I: prefix from column I; OV: objective version,reflexive,"Hewitt, B.G. (1995). <i>Georgian - A structural reference grammar</i>. Amsterdam: Benjamins."
486,GEO,xelmc’ipem samives cxenebis tav-tav-is-i ĵog-i misca,xelmc’ipem	samives	cxenebis	tav-tav-is-i	ĵog-i	misca,emperor.ERG	all.three.DAT	horse.PL.GEN	REFL-REFL-GEN-AGR	herd.NOM	gave.it.to.them,The emperor gave each his own herd of horses to all three.,,,,own,"Hewitt, B.G. (1995). <i>Georgian - A structural reference grammar</i>. Amsterdam: Benjamins."
487,GEO,me beč’ed-i miveci t(v)iton dedopal-s,me	beč’ed-i	miveci	t(v)iton	dedopal-s,I.ERG	ring.NOM	gave.it.to.her	INT	queen.DAT,I gave the ring to the queen herself.,,,,adnominal,"Hewitt, B.G. (1995). <i>Georgian - A structural reference grammar</i>. Amsterdam: Benjamins."
495,JPN,Taroo wa ziko-hihanshita,Taroo	wa	ziko-hihanshita,Taroo	TOP	REFL-criticized,Taroo criticized himself.,,,,reflexive,Takayo Ishizawa (p.c.)
496,JPN,Taaro wa zibun ga erabareru to omotteiru,Taaro	wa	zibun	ga	erabareru	to	omotteiru,Taaro	TOP	REFL	NOM	elect.PSV	COMP	think,Taroo thinks that he will be elected.,,,,reflexive,Takayo Ishizawa (p.c.)
497,JPN,Taroo wa zibun no nigaoe o kaita,Taroo	wa	zibun	no	nigaoe	o	kaita,Taroo	TOP	REFL	GEN	portrait	ACC	painted,Taroo painted a picture of himself.,,,,own,Takayo Ishizawa (p.c.)
498,JPN,Taroo-jishin kyouju-wo sonkeishiteiru,Taroo-jishin	kyouju-wo	sonkeishiteiru,Taroo-INT	professor-ACC	honour,Taroo himself honoured the professor.,,,<i>taroo</i> occupies the position of the topic marker <i>wa</i>,adnominal,"Ogawa, A. (1998). Emphatische Reflexiva im Sprachvergleich: Deutsch-Japanisch. <i>STUF</i> 51, 164-178."
499,JPN,Taro-wa jibun-jishin-wo semeta,Taro-wa	jibun-jishin-wo	semeta,Taro-TOP	REFL-INT-ACC	disapprove.of,Taro disapproves of himSELF.,,,REFL and INT form a constituent,reflexive,"Ogawa, A. (1998). Emphatische Reflexiva im Sprachvergleich: Deutsch-Japanisch. <i>STUF</i> 51, 164-178."
529,TSZ,imá misimu eráti-kurhi-sti,imá	misimu	eráti-kurhi-sti,he	INT	see-REFL-PST.3.IND,He saw himSELF.,,,IND: indicative; PST: past tense,reflexive,Volker Gast (f.w.)
530,TSZ,uitsíndikua janústi jurámuti misimu,uitsíndikua	janústi	jurámuti	misimu,yesterday	came	president	INT,The president himself came yesterday.,,,,adnominal,Volker Gast (f.w.)
531,TOO,qo:tan ki:lachi ma:niʔ president,qo:tan	ki:lachi	ma:niʔ	president,yesterday	arrived	INT	president,The president himself came yesterday.,,,,adnominal,Volker Gast (f.w.)
532,TOO,ma:niʔ u:tzáʔ tlo:lh iʔxli:tlo:t como ti:ʔ tlo:niʔlh iʔx-tasa:huaʔ,ma:niʔ	u:tzáʔ	tlo:lh	iʔxli:tlo:t	como	ti:ʔ	tlo:niʔlh	iʔx-tasa:huaʔ,INT	he	made	work	because	not	made	3.POSS-assistant.,He himself made the work because his assistant did not make it.,,,,adnominal,"Reid & Bishop (1974). <i>Diccionario Totonaca de Xicotepec de Juárez, Puebla</i>. Mexico D.F.: SIL."
533,TOO,u:tzáʔ ma:niʔ tlo:lh huan mesa,u:tzáʔ	ma:niʔ	tlo:lh	huan	mesa,he	INT	made	ART	table,He himself constructed the table.,,,,adnominal,Volker Gast (f.w.)
534,TOO,Juan iʔx-aʔkstu tlo:lh iʔx-chik,Juan	iʔx-aʔkstu	tlo:lh	iʔx-chik,Juan	3.POSS-INT	made	3.POSS-house,John built his house himself.,,,,adv exclusive,Volker Gast (f.w.)
535,TOO,Juan iʔx-aʔkstu maqni:-ka,Juan	iʔx-aʔkstu	maqni:-ka,Juan	3.POSS-INT	kill-MID.PST,Juan killed himself.,,,,reflexive,Volker Gast (f.w.)
536,TOO,Juan laqtzi:ʔn-ka nak espeho,Juan	laqtzi:ʔn-ka	nak	espeho,Juan	see-MID.PST	PREP	mirror,Juan looked at himself in the mirror.,,,,reflexive,Volker Gast (f.w.)
537,TOO,Juan qaʔlhtzá’ iʔx-aʔkstu iʔx-chik,Juan	qaʔlhtzá’	iʔx-aʔkstu	iʔx-chik,Juan	already.has	3.POSS-INT	3.POSS-house,Juan already has a house of his own.,,,,own,Volker Gast (f.w.)
538,ZAW,ruwiä lagahk loä neN giwahn,ruwiä	lagahk	loä	neN	giwahn,I.see	REFL	me	in	mirror,I see myself in the mirror.,,,,reflexive,Volker Gast (f.w.)
539,ZAW,gižee xiääd lagahk president,gižee	xiääd	lagahk	president,tomorrow	comes	INT	president,The president himself will come tomorrow.,,,,adnominal,Volker Gast (f.w.)
540,ZAW,lagahk xwâ kayuʔ-ni rolihdz-ni,lagahk	xwâ	kayuʔ-ni	rolihdz-ni,INT	Juan	built-3SG	house-3SG,Juan himself has built his house.,,,,adnominal,Volker Gast (f.w.)
545,GEO,tviton c’avida,tviton	c’avida,INT	s/he.went,S/he went him/herself.,,,,adv exclusive,"Hewitt, B.G. (1995). <i>Georgian - A structural reference grammar</i>. Amsterdam: Benjamins."
546,JPN,Taroo-wa jibun-de kuruma-wo arau,Taroo-wa	jibun-de	kuruma-wo	arau,Taro-TOP	REFL-INSTR	car-ACC	wash,Taro washes the car himself.,,,,adv exclusive,"Ogawa, A. (1998). Emphatische Reflexiva im Sprachvergleich: Deutsch-Japanisch. <i>STUF</i> 51, 164-178."
547,DUT,[Jans(i) maat](j) voelde zich(i/j) wegglijden,[Jans(i)	maat](j)	voelde	zich(i/j)	wegglijden,John’s	mate	felt	REFL	slide.away,John's mate felt him(self) slide away.,,,<i>zich</i> is not c-commanded by one of its possible antecedents (Jan),reflexive,"Reuland, E. (2000). The fine structure of grammar: Anaphoric relations. In: Frajzyngier, Z. & Curl, T. (eds.), Reflexives - Forms and Functions. Amsterdam: Benjamins."
541,ZAW,xwâ ensilaani kayuʔni rolihdz-ni,xwâ	ensilaani	kayuʔni	rolihdz-ni,Juan	INT(AVE)	built-3SG	house-3SG,Juan built his house himself.,,,,adv exclusive,Volker Gast (f.w.)
542,ZAW,lagahk vaag baguʔt-ni žiʔn-ni,lagahk	vaag	baguʔt-ni	žiʔn-ni,INT	cow	killed-3SG	offspring-3SG,The cow itself killed its offspring.,,,,adnominal,Volker Gast (f.w.)
543,ZAW,xwâ bawii lohni neN giwahn,xwâ	bawii	lohni	neN	giwahn,Juan	saw	3SG.PRO	in	mirror,Juan saw him/himself in the mirror.,,,,reflexive,Volker Gast (f.w.)
544,ZAW,biäuu žteb puert,biäuu	žteb	puert,closed	by.itself/alone	door,The door closed by itself.,,,,adv exclusive,Volker Gast (f.w.)
548,CHN,...chúshīzhăng bĕnrén chuānzhe fēicháng gānjìng-de yīfu,...chúshīzhăng	bĕnrén	chuānzhe	fēicháng	gānjìng-de	yīfu,...chef	INT	wear	extremely	clean-ATTR	clothes,"All the other cooks were wearing dirty clothes, but ... the chef himself was wearing very clean clothes.",,,,adnominal,"Daniel Hole (f.w.), source informant Hsin-yun Liu"
648,RAM,i-te amji pytàr,i-te	amji	pytàr,1-PAST	REFL	defend,I defended myself.,,,-,reflexive,"Popjes, Jack and Jo Popjes (1986). 'Canela - Krahô', in Derbyshire, Desmond & Pullum (eds.), <i>Handbook of Amazonian Languages</i>, Vol. 1. Berlin: Mouton."
649,RAM,a(pu) me amji cakwîn,a(pu)	me	amji	cakwîn,ASP	3.PL	REFL	hit,They are hitting themselves.,,,,reflexive,"Popjes, Jack and Jo Popjes (1986). 'Canela - Krahô', in Derbyshire, Desmond & Pullum (eds.), <i>Handbook of Amazonian Languages</i>, Vol. 1. Berlin: Mouton."
650,RAM,"jaco te pî jakôt, cu-te amji mâ hakep atajê","jaco	te	pî	jakôt,	cu-te	amji	mâ	hakep	atajê",Jaco	PAST	wood	pile.up	3-PAST	REFL	for	cut	DEM,Jaco piled up the wood he cut for himself.,,,-,reflexive,"Popjes, Jack and Jo Popjes (1986). 'Canela - Krahô', in Derbyshire, Desmond & Pullum (eds.), <i>Handbook of Amazonian Languages</i>, Vol. 1. Berlin: Mouton."
651,DJK,i go kii [i seefi],i	go	kii	[i	seefi],you	go	kill	[you	<i>seefi</i>]=REFL,You go kill yourself.,,,,refllexive,"Huttar, George L. & Mary L. Huttar (1994). <i>Ndyuka</i>. London/New York: Routledge."
652,DJK,a sende en gi [en éigi] mma,a	sende	en	gi	[en	éigi]	mma,PRO.3SG	send	it	give	[PRO.3G.OBL	own]	mother,She sent it to her own mother.,,,,own,"Huttar, George L. & Mary L. Huttar (1994). <i>Ndyuka</i>. London/New York: Routledge."
653,DJK,a daai go teke seibin taa wan di ogii moo eke [en seefi],a	daai	go	teke	seibin	taa	wan	di	ogii	moo	eke	[en	seefi],PRO.3SG	turn	go	take	seven	other	one	who	bad	more	like	[PRO.3SG.OBL	<i>seefi</i>]=INT,He went back and got seven others who were worse than he was himself.,,,,adnominal,"Huttar, George L. & Mary L. Huttar (1994). <i>Ndyuka</i>. London/New York: Routledge."
654,DJK,a á bun seefi-seefi,a	á	bun	seefi-seefi,PRO.3SG	NEG	good	INT-INT,It was not good whatsoever.,,,reduplicated form of intensifiers <i>seefi</i>,negative polarity item,"Huttar, George L. & Mary L. Huttar (1994). <i>Ndyuka</i>. London/New York: Routledge."
655,NIY,kála ndɨ̀,kála	ndɨ̀,3SG.see.PFCT	REFL,He has seen himself.,,,,reflexive,"Kutsch Lojenga, Constance (1994). <i>Ngiti: A Central-Sudanic language of Zaire</i>. Nilo-Saharan, 9. Köln: Köppe."
656,NIY,ma màrà kòbĭ ʔɔ̀ mà-tɨ́rɔ̀,ma	màrà	kòbĭ	ʔɔ̀	mà-tɨ́rɔ̀,I	go.PFCT	market	in	1SG-INT,I have gone to the market myself.,,,,adv exclusive,"Kutsch Lojenga, Constance (1994). <i>Ngiti: A Central-Sudanic language of Zaire</i>. Nilo-Saharan, 9. Köln: Köppe."
657,NIY,ndɨ̀-tɨ́rɔ̀ kɔ̀zù wɔ̀rɨ́ bhǔkù,ndɨ̀-tɨ́rɔ̀	kɔ̀zù	wɔ̀rɨ́	bhǔkù,REFL/LOG-INT	3SG.read.PFCT	DEM	book,He himself has read that book,,,,adnominal,"Kutsch Lojenga, Constance (1994). <i>Ngiti: A Central-Sudanic language of Zaire</i>. Nilo-Saharan, 9. Köln: Köppe."
658,TPY,make-n,make-n,bite-3.ABS,He bit something/himself.,,,intransitivization strategy: reflexive interpretation probably motivated by pragmatic factors.,reflexive,"Guirardello, Raquel (1999). <i>A Reference Grammar of Trumai</i>. Ph.D. Thesis. Linguistic Department, Rice University. Houston, Texas, USA."
659,TPY,ha falapetsi ka_in,ha	falapetsi	ka_in,I	do.alone	FOC,I made it by myself.,,,"<i>falapetsi</i> is used in the sense of 'do an action without participants other than the agent'; the underline (&lt;_&gt;) links ""morphemes that are independent, but generally associated in a specific context"" (Guirardello 1999: xiii)",adv exclusive,"Guirardello, Raquel (1999). <i>A Reference Grammar of Trumai</i>. Ph.D. Thesis. Linguistic Department, Rice University. Houston, Texas, USA."
660,TPY,ha falapetsi ha make (hai-tl),ha	falapetsi	ha	make	(hai-tl),I	do.alone	I	bite	(1-DAT),I bit myself. (lit.: 'I did (it) alone I bit (myself)'),,,with <i>falapetsi</i> the subject is understood to be the only participant.,reflexive,"Guirardello, Raquel (1999). <i>A Reference Grammar of Trumai</i>. Ph.D. Thesis. Linguistic Department, Rice University. Houston, Texas, USA."
661,YDD,ikh hob dem eygenen shlisl far undzeren instityut,ikh	hob	dem	eygenen	shlisl	far	undzeren	instityut,I	have	ART	own	key	for	our	institute,I have a key of my own for our institute.,,,,own,questionnaire (source informant: Adam ALbright)
662,WOF,dimanche sax damay liggéey,dimanche	sax	damay	liggéey,sunday	even	1SG.IMPF	work,Even on sunday I have to work.,,,<i>même dimanche</i> would also be a possibility,scalar focus particle,"Carola Emkow (p.c.), source informant: Moctar Kamara"
663,WOF,mu ngiy sang-u,mu	ngiy	sang-u,he	PROG	wash-REFL,He washes.,,,<i>-u</i>: verbal reflexive,reflexive,"Carola Emkow (p.c.), source informant: Moctar Kamara"
664,WOF,bopp-am la gëne bëg,bopp-am	la	gëne	bëg,REFL-POSS.3SG	OBJ.EMPH	SUP	like,"Most of all, he loves himself.",,,OBJ.EMPH: object emphasis; SUP: superlative,reflexive,"Carola Emkow (p.c.), source informant: Moctar Kamara"
665,TRK,(siz) kendi kendi-niz-i tenkit et-me-yin,(siz)	kendi	kendi-niz-i	tenkit	et-me-yin,(you)	INT	REFL-2PL-ACC	critique	do-not-2PL.IMP,Don't criticize yourselves (yourselves)!,,,"in all likeliness, the first <i>kendi</i> is an adverbial exclusive intensifier, and the second one a reflexive marker",reflexive,"Kornfilt, J. (1997). <i>Turkish</i>. London: Routledge."
666,TRK,kendi telefon-um,kendi	telefon-um,INT	telephone-1SG,my own telephone,,,-,own,"Kornfilt, J. (1997). <i>Turkish</i>. London: Routledge."
667,ABK,wə-xə̀ (ø-)wə-bè-yt’,wə-xə̀	(ø-)wə-bè-yt’,POSS.2SG-REFL	(it-)you-see-FIN,You saw yourself.,,,FIN: finite,reflexive,"Hewitt, B.G. in collaboration with Z.K. Khiba (1989). <i>Abkhaz</i>. London: Routledge."
668,ABK,sara s-ò-wp’ s-xə a-rc’ay°ə̀,sara	s-ò-wp’	s-xə	a-rc’ay°ə̀,I	1-be-STAT	POSS.1SG-REFL	its-teacher,I am my own teacher.,,,STAT: stative,own,"Hewitt, B.G. in collaboration with Z.K. Khiba (1989). <i>Abkhaz</i>. London: Routledge."
669,AMH,əne ras-e nägä əmät’alläwh,əne	ras-e	nägä	əmät’alläwh,I	INT-POSS.1SG	tomorrow	will.come,I myself will come tomorrow.,,,&lt;t'&gt;: glottalized dental,adnominal,"Leslau, Wolf (1995). <i>Reference Grammar of Amharic</i>. Wiesbaden: Harrassowitz."
670,AMH,yägäzza ras-u-n gäddälä,yägäzza	ras-u-n	gäddälä,INT(AVE)	REFL-POSS.3SG-ACC	killed,He killed himself.,,,,reflexive,"Leslau, Wolf (1995). <i>Reference Grammar of Amharic</i>. Wiesbaden: Harrassowitz."
671,AMH,ras-u-n säqqälä,ras-u-n	säqqälä,REFL-POSS.3SG-ACC	hanged,He hanged himself,,,,reflexive,"Leslau, Wolf (1995). <i>Reference Grammar of Amharic</i>. Wiesbaden: Harrassowitz."
672,AMH,yägäzza ras-e bet näw,yägäzza	ras-e	bet	näw,own	INT-POSS.1SG	house	is,It is my own house.,,,,own,"Leslau, Wolf (1995). <i>Reference Grammar of Amharic</i>. Wiesbaden: Harrassowitz."
673,ABV,ʔisʔal nafs-ik has-suʔaal,ʔisʔal	nafs-ik	has-suʔaal,ask(IMP)	REFL-POSS.2SG	DEM-question,Ask yourself this question.,,,Gulf Arabic!,reflexive,"Holes, Clive (1990). <i>Gulf Arabic</i>. London: Routledge."
674,ABV,baʕti nafs-i furŧa li n-najaaħ,baʕti	nafs-i	furŧa	li	n-najaaħ,I.will.give	REFL-POSS.1SG	chance	for	ART-success,I'll give myself a chance to succed.,,,&lt;ʕ&gt;: voiced pharyngeal fricative<br> &lt;ŧ&gt;: voiceless velarized ('emphatic') apico-dental fricative,reflexive,"Holes, Clive (1990). <i>Gulf Arabic</i>. London: Routledge."
675,ABV,ʕogubmaa tizawwaj ŧaar ʕadu nafs-ah,ʕogubmaa	tizawwaj	ŧaar	ʕadu	nafs-ah,after	he.got.married	he.became	enemy	INT-POSS.3SG,"After he got married, he became his own (worst) enemy.",,,&lt;ʕ&gt;: voiced pharyngeal fricative<br> &lt;ŧ&gt;: voiceless velarized apico-dental fricative,own,"Holes, Clive (1990). <i>Gulf Arabic</i>. London: Routledge."
676,KHC,kuʔoko karama-su,kuʔoko	karama-su,I.hid	REFL-POSS.1SG,I hid myself.,,,,reflexive,"Donohue, Mark (1999). <i>A Grammar of Tukang Besi</i>. Berlin: Mouton de Gruyter."
677,KHC,te atu te kondi karama-su,te	atu	te	kondi	karama-su,NNOM	that	NNOM	water.vessel	INT-POSS.1SG,That is my very own water vessel.,,,NNOM: non-nominative core argument,own,"Donohue, Mark (1999). <i>A Grammar of Tukang Besi</i>. Berlin: Mouton de Gruyter."
678,KHC,kuʔita-ʔe na orungu-su,kuʔita-ʔe	na	orungu-su,I.saw-OBJ.3SG	NOM	body-POSS.1SG,I saw myself.,,,,reflexive,"Donohue, Mark (1999). <i>A Grammar of Tukang Besi</i>. Berlin: Mouton de Gruyter."
679,TSK,že-s̄-e-b fat’imat-i-s̄-e-b hama-na ha|l<sub>j</sub>a:ʔ-as w-a|X-a-na,že-s̄-e-b	fat’imat-i-s̄-e-b	hama-na	ha|l<sub>j</sub>a:ʔ-as	w-a|X-a-na,INT.2.OBL-ADESS-ELA-ASS3	Fatima-OBL-ADESS-ELA-ASS3	this-A.A.	solve-POT	3-can.IMPF-A.A.,...even Fatima could solve it (the problem).,,,1/2/3: (here) nominal (declension) classes; ASS3: 'coherence marker' for (nominal) class 3 (cf. Lyutikova 2000: 254),scalar focus particle,"Lyutikova, E. (2000). Reflexives and emphasis in Tsaxur. In Frajzyngier & Curl (eds.). <i>Reflexives - Forms and Functions</i>. Amsterdam: Benjamins."
680,TSK,jiz-da čož wuž saniXa hiwa:g<sub>o</sub>ani:,jiz-da	čož	wuž	saniXa	hiwa:g<sub>o</sub>ani:,my-A.A.	brother.NOM	INT.NOM	yesterday	he.missed,"My brother missed (classes) himself (..., you'd better ask Fatima).",,,,adv inclusive,"Lyutikova, E. (2000). Reflexives and emphasis in Tsaxur. In Frajzyngier & Curl (eds.). <i>Reflexives - Forms and Functions</i>. Amsterdam: Benjamins."
681,DNS,jeg var selv skyld i ulykk-en,jeg	var	selv	skyld	i	ulykk-en,I	was	INT	guilty	in	accident-ART,The accident was my own fault.,,,,adv exclusive,questionnaire (source informant: Nanna Brandenhoff)
682,DNS,jeg åbner altid (selv) mine breve,jeg	åbner	altid	(selv)	mine	breve,I	open	always	INT	my	letters,I alwaysopen my letters myself.,,,,adv exclusive,questionnaire (source informant: Nanna Brandenhoff)
683,DNS,jeg tilberedte selv min mad,jeg	tilberedte	selv	min	mad,I	prepared	INT	my	food,I prepared the dinner (by) myself.,,,,adv exclusive,questionnaire (source informant: Nanna Brandenhoff)
684,DNS,Hercule Poirot løste selv mysteri-et,Hercule	Poirot	løste	selv	mysteri-et,Hrecule	Poirot	solved	INT	riddle-ART,Hercule Poirot solved the riddle himself.,,,-,adv exclusive,questionnaire (source informant: Nanna Brandenhoff)
685,DNS,jeg reparerede selv bil-en,jeg	reparerede	selv	bil-en,I	repaired	selv	car-ART,I repaired the car myself.,,,,adv exclusive,questionnaire (source informant: Nanna Brandenhoff)
686,DNS,formand-en læste selv avis-en,formand-en	læste	selv	avis-en,chairman-ART	read	INT	(news)paper-ART,The chairman read the papers himself.,,,,adv exclusive,questionnaire (source informant: Nanna Brandenhoff)
687,DNS,jeg har selv børn,jeg	har	selv	børn,I	have	INT	children,I have children myself,,,,adv inclusive,http://www.cancer.dk/foreningen/virksomheder/ samarbejdspartnere/gosh.asp
688,DNS,jeg er selv en pige,jeg	er	selv	en	pige,I	am	INT	a	girl,I am a girl myself.,,,,adv inclusive,http://www.jegelskerdig.dk/tekster/745.kommentar (21/11/2003)
689,DNS,Stella er selv en anerkendt designer,Stella	er	selv	en	anerkendt	designer,Stella	is	INT	a	renowned	designer,Stella is a renowned designer herself.,,,,adv inclusive,http://www.kendte.dk/nyheder/3376/ (21/11/2003)
690,DNS,jeg drikker selv i weekenderne,jeg	drikker	selv	i	weekenderne,I	drink	INT	PREP	weekends,I drink myself on the weekend.,,,,adv inclusive,http://www.ung-bladet.dk/alkohol/alkohol11.shtml (21/11/2003)
691,TPY,ha make hai-tl,ha	make	hai-tl,I	bite	I-DAT,I bit myself.,,,,reflexive,"Guirardello, Raquel (1999). <i>A Reference Grammar of Trumai</i>. Ph.D. Thesis. Linguistic Department, Rice University. Houston, Texas, USA."
692,TPY,wan falapetsi-a letsi wan hu’tsa-n,wan	falapetsi-a	letsi	wan	hu’tsa-n,PL	do.alone-POSS.3SG	INSTR	PL	see-3ABS,They saw themselves/each other.',,,<i>falapetsia letsi</i>: lit. 'by doing it alone',reflexive,"Guirardello, Raquel (1999). <i>A Reference Grammar of Trumai</i>. Ph.D. Thesis. Linguistic Department, Rice University. Houston, Texas, USA."
693,TCW,prasaad siita tana-ni pogiDindi ani anukonnaaDu,prasaad	siita	tana-ni	pogiDindi	ani	anukonnaaDu,Prasad	Sita	ANPH-ACC	praise	COMP	thought,Prasad(i) thought that Sita(j) praised him (i/*j).,,,no verbal reflexive <i>-kon</i>; long-distance use of <i>taan-</i>,reflexive,"Subbarao, K.V. & B.L. Murthy (2000). Lexical Anaphors and Pronouns in Telugu. In Lust et al. (eds.). <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>."
694,TCW,pramood tan-a pillali-ni raaju-ki cuupinc-ee-Du,pramood	tan-a	pillali-ni	raaju-ki	cuupinc-ee-Du,Pramod	ANPH-GEN	children-ACC	king-DAT	show-PST-AGR,Pramod shod his (own) children to the king.,,,,own,"Subbarao, K.V. & B.L. Murthy (2000). Lexical Anaphors and Pronouns in Telugu. In Lust et al. (eds.). <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>."
695,TCV,avan tambiy-ee kumaare vrukkraan,avan	tambiy-ee	kumaare	vrukkraan,his	brother-EMPH	Kumar.ACC	hates,His brother himself hates Kumar.,,,the translation has been adopted from the original; the suffix <i>-ee</i> might better be translated using <i>even</i> here ('Even his brother hates Kumar'.),adnominal,"Annamalai, E. (2000). Lexical Anaphors and Pronouns in Tamil. In : Lust, B. et al. (eds.). <i>Lexical Anaphors and Pronouns in Selected South-Asian Languages</i>. Berlin: Mouton."
696,TCV,kumaar taan-ee (tanne) tiruttikkiTTaan,kumaar	taan-ee	(tanne)	tiruttikkiTTaan,Kumar	ANPH.NOM-EMPH	ANPH.ACC	corrected.MID,Kumar corrected himself.,,,the order of <i>taanee</i> and <i>tanne</i> is free,reflexive,"Annamalai, E. (2000). Lexical Anaphors and Pronouns in Tamil. In : Lust, B. et al. (eds.). <i>Lexical Anaphors and Pronouns in Selected South-Asian Languages</i>. Berlin: Mouton."
697,TGL,"ako, sarili ko, ang gumawa niyan","ako,	sarili	ko,	ang	gumawa	niyan",I	INT	1SG	DET	do	it,I did it myself.,,,,adv exclusive,"<a href=""http://www.nationmaster.com/encyclopedia/Tagalog"">http://www.nationmaster.com/encyclopedia/Tagalog</a>"
698,TGL,ito ang sarili ko-ng bahay,ito	ang	sarili	ko-ng	bahay,this	DET	INT	1SG-LNK	house,This is my own house.,,,,own,"Schachter, Paul (1972). <i>Tagalog Reference Grammar</i>. Berkeley: University of California Press."
699,RUM,Ion s-a spâlat,Ion	s-a	spâlat,Ion	REFL.3SG-PFCT.3SG	wash.PST.PART,Ion washed himself.,,,,reflexive,"Mallinson, G. (1999). <i>Rumanian</i>. London: Croom Helm."
700,RUM,Ion s-a spâlat pe sine,Ion	s-a	spâlat	pe	sine,Ion	REFL.3SG-PFCT.3SG	wash	PAST.PART	OM	REFL.3SG,Ion washed himself.,,,,reflexive,"Mallinson, G. (1999). <i>Rumanian</i>. London: Croom Helm."
701,RUM,Ion s-a ucis pe sine,Ion	s-a	ucis	pe	sine,Ion	REFL.3SG-PFCT.3SG	kill	OM	INT,Ion killed himSELF.,,,,reflexive,"Mallinson, G. (1999). <i>Rumanian</i>. London: Croom Helm."
702,RUM,Radu şi l-a cumparât,Radu	şi	l-a	cumparât,Radu	REFL.DAT	3SG-PFCT.3SG	bought,Radu bought it for himself.,,,,reflexive,"Mallinson, G. (1999). <i>Rumanian</i>. London: Croom Helm."
703,RUM,Ana a devenit propria sa profesoarâ,Ana	a	devenit	propria	sa	profesoarâ,Ana	PFCT.3SG	become.PAST.PART	own.SG.FEM	her	teacher,Ana became her own teacher.,,,,own,"Mallinson, G. (1999). <i>Rumanian</i>. London: Croom Helm."
704,RUM,Ion e plin de sine,Ion	e	plin	de	sine,Ion	is	full	of	REFL.3SG,Ion is full of himself.,,,,reflexive,"Mallinson, G. (1999). <i>Rumanian</i>. London: Croom Helm."
705,RUM,Ion se ocupâ prea mult de cârţile sale,Ion	se	ocupâ	prea	mult	de	cârţile	sale,Ion	REFL.3SG.ACC	occupies	too	much	PREP	books	his,Ion occupies himself too much with his books.,,,,reflexive,"Mallinson, G. (1999). <i>Rumanian</i>. London: Croom Helm."
706,RUM,Ion îns-uşi s-a spâlat,Ion	îns-uşi	s-a	spâlat,Ion	INT-PRON.3SG.GEN	REFL.3SG.ACC-PFCT	wash.PAST.PART,Ion himself washed himself.,,,,adnominal,"Mallinson, G. (1999). <i>Rumanian</i>. London: Croom Helm."
707,RUM,stat-ul ins-uşi se spăla pe mâini de obligaţiile pe care le are fata de ceţătean,stat-ul	ins-uşi	se	spăla	pe	mâini	de	obligaţiile	pe	care	le	are	fata	de	ceţătean,state-ART	INT-PRON.3SG.GEN.MASC	REFL.3SG.ACC	wash	OM	hands	PREP	obligations	OM	which	it	has	made	PREP	citizen,The state itself washes its hands off the obligations which it has towards the citizens.,,,,adnominal,"<a href=""http://www.sisnet.ro/viatalibera/arhiva/3003/Editorial.html"">http://www.sisnet.ro/viatalibera/arhiva/3003/Editorial.html</a>"
